Rv0001	ES
Rv0002	ES
Rv0003	NE
Rv0004	NE
Rv0005	ES
Rv0006	ES
Rv0007	NE
Rv0008c	NE
Rv0009	NE
Rv0010c	NE
Rv0011c	NE
Rv0012	NE
Rv0013	ES
Rv0014c	ES
Rv0015c	ES
Rv0016c	NE
Rv0017c	NE
Rv0018c	ESD
Rv0019c	NE
Rv0020c	ESD
Rv0021c	NE
Rv0022c	NE
Rv0023	GD
Rv0024	NE
Rv0025	NE
Rv0026	NE
Rv0027	NE
Rv0028	NE
Rv0029	NE
Rv0030	NE
Rv0031	Uncertain
Rv0032	NE
Rv0033	NE
Rv0034	NE
Rv0035	NE
Rv0036c	NE
Rv0037c	NE
Rv0038	NE
Rv0039c	NE
Rv0040c	NE
Rv0041	ES
Rv0042c	NE
Rv0043c	NE
Rv0044c	NE
Rv0045c	NE
Rv0046c	ES
Rv0047c	NE
Rv0048c	NE
Rv0049	NE
Rv0050	NE
Rv0051	NE
Rv0052	NE
Rv0053	ES
Rv0054	ES
Rv0055	ES
Rv0056	NE
Rv0057	NE
Rv0058	ES
Rv0059	GA
Rv0060	ES
Rv0061c	NE
Rv0062	NE
Rv0063	NE
Rv0064	NE
Rv0064A	NE
Rv0065	NE
Rv0066c	NE
Rv0067c	NE
Rv0068	NE
Rv0069c	NE
Rv0070c	NE
Rv0071	NE
Rv0072	NE
Rv0073	NE
Rv0074	NE
Rv0075	NE
Rv0076c	NE
Rv0077c	NE
Rv0078	NE
Rv0078A	NE
Rv0078B	NE
Rv0079	NE
Rv0080	NE
Rv0081	NE
Rv0082	NE
Rv0083	NE
Rv0084	NE
Rv0085	NE
Rv0086	NE
Rv0087	NE
Rv0088	NE
Rv0089	NE
Rv0090	NE
Rv0091	NE
Rv0092	NE
Rv0093c	NE
Rv0094c	NE
Rv0095c	NE
Rv0096	NE
Rv0097	NE
Rv0098	NE
Rv0099	NE
Rv0100	NE
Rv0101	NE
Rv0102	ES
Rv0103c	NE
Rv0104	NE
Rv0105c	NE
Rv0106	NE
Rv0107c	NE
Rv0108c	NE
Rv0109	NE
Rv0110	NE
Rv0111	NE
Rv0112	NE
Rv0113	NE
Rv0114	NE
Rv0115	NE
Rv0116c	NE
Rv0117	NE
Rv0118c	NE
Rv0119	NE
Rv0120c	NE
Rv0121c	NE
Rv0122	NE
Rv0123	NE
Rv0124	NE
Rv0125	NE
Rv0126	NE
Rv0127	NE
Rv0128	NE
Rv0129c	NE
Rv0130	NE
Rv0131c	NE
Rv0132c	NE
Rv0133	NE
Rv0134	NE
Rv0135c	NE
Rv0136	NE
Rv0137c	NE
Rv0138	GA
Rv0139	GA
Rv0140	NE
Rv0141c	NE
Rv0142	NE
Rv0143c	NE
Rv0144	NE
Rv0145	NE
Rv0146	GA
Rv0147	GA
Rv0148	GA
Rv0149	GA
Rv0150c	GA
Rv0151c	GA
Rv0152c	GA
Rv0153c	NE
Rv0154c	NE
Rv0155	NE
Rv0156	Uncertain
Rv0157	NE
Rv0157A	NE
Rv0158	GA
Rv0159c	GA
Rv0160c	GA
Rv0161	NE
Rv0162c	NE
Rv0163	NE
Rv0164	ES
Rv0165c	NE
Rv0166	NE
Rv0167	NE
Rv0168	NE
Rv0169	NE
Rv0170	NE
Rv0171	NE
Rv0172	NE
Rv0173	NE
Rv0174	NE
Rv0175	NE
Rv0176	NE
Rv0177	NE
Rv0178	NE
Rv0179c	NE
Rv0180c	NE
Rv0181c	NE
Rv0182c	NE
Rv0183	NE
Rv0184	NE
Rv0185	NE
Rv0186	NE
Rv0186A	NE
Rv0187	NE
Rv0188	NE
Rv0189c	ES
Rv0190	GA
Rv0191	GA
Rv0192	GA
Rv0192A	GA
Rv0193c	GA
Rv0194	GA
Rv0195	GA
Rv0196	NE
Rv0197	NE
Rv0198c	NE
Rv0199	NE
Rv0200	NE
Rv0201c	NE
Rv0202c	NE
Rv0203	NE
Rv0204c	NE
Rv0205	NE
Rv0206c	ESD
Rv0207c	NE
Rv0208c	NE
Rv0209	NE
Rv0210	NE
Rv0211	NE
Rv0212c	NE
Rv0213c	NE
Rv0214	NE
Rv0215c	NE
Rv0216	NE
Rv0217c	NE
Rv0218	NE
Rv0219	NE
Rv0220	NE
Rv0221	NE
Rv0222	NE
Rv0223c	NE
Rv0224c	ES
Rv0225	ES
Rv0226c	ES
Rv0227c	ES
Rv0228	ES
Rv0229c	NE
Rv0230c	GA
Rv0231	GA
Rv0232	GA
Rv0233	NE
Rv0234c	NE
Rv0235c	NE
Rv0236c	ES
Rv0236A	NE
Rv0237	NE
Rv0238	NE
Rv0239	NE
Rv0240	NE
Rv0241c	NE
Rv0242c	NE
Rv0243	NE
Rv0244c	NE
Rv0245	NE
Rv0246	NE
Rv0247c	NE
Rv0248c	NE
Rv0249c	NE
Rv0250c	NE
Rv0251c	NE
Rv0252	NE
Rv0253	NE
Rv0254c	NE
Rv0255c	NE
Rv0256c	NE
Rv0257	NE
Rv0258c	NE
Rv0259c	NE
Rv0260c	NE
Rv0261c	NE
Rv0262c	NE
Rv0263c	NE
Rv0264c	NE
Rv0265c	NE
Rv0266c	NE
Rv0267	GA
Rv0268c	GA
Rv0269c	NE
Rv0270	NE
Rv0271c	NE
Rv0272c	NE
Rv0273c	NE
Rv0274	NE
Rv0275c	NE
Rv0276	NE
Rv0277c	NE
Rv0278c	NE
Rv0279c	NE
Rv0280	NE
Rv0281	NE
Rv0282	ES
Rv0283	ES
Rv0284	ES
Rv0285	ES
Rv0286	ES
Rv0287	GD
Rv0288	GD
Rv0289	ES
Rv0290	ES
Rv0291	ES
Rv0292	ES
Rv0293c	NE
Rv0294	NE
Rv0295c	NE
Rv0296c	NE
Rv0297	NE
Rv0298	NE
Rv0299	NE
Rv0300	NE
Rv0301	NE
Rv0302	NE
Rv0303	NE
Rv0304c	NE
Rv0305c	NE
Rv0306	NE
Rv0307c	NE
Rv0308	NE
Rv0309	NE
Rv0310c	NE
Rv0311	NE
Rv0312	NE
Rv0313	GA
Rv0314c	GA
Rv0315	GA
Rv0316	NE
Rv0317c	NE
Rv0318c	NE
Rv0319	NE
Rv0320	NE
Rv0321	NE
Rv0322	NE
Rv0323c	NE
Rv0324	NE
Rv0325	NE
Rv0326	NE
Rv0327c	NE
Rv0328	NE
Rv0329c	NE
Rv0330c	NE
Rv0331	NE
Rv0332	NE
Rv0333	NE
Rv0334	ES
Rv0335c	Uncertain
Rv0336	GA
Rv0337c	ES
Rv0338c	ES
Rv0339c	NE
Rv0340	NE
Rv0341	NE
Rv0342	NE
Rv0343	NE
Rv0344c	NE
Rv0345	NE
Rv0346c	NE
Rv0347	GD
Rv0348	NE
Rv0349	NE
Rv0350	ES
Rv0351	ES
Rv0352	NE
Rv0353	NE
Rv0354c	GA
Rv0355c	GA
Rv0356c	NE
Rv0357c	ES
Rv0358	GD
Rv0359	NE
Rv0360c	NE
Rv0361	NE
Rv0362	NE
Rv0363c	ES
Rv0364	ES
Rv0365c	NE
Rv0366c	NE
Rv0367c	NE
Rv0368c	NE
Rv0369c	NE
Rv0370c	NE
Rv0371c	NE
Rv0372c	NE
Rv0373c	NE
Rv0374c	NE
Rv0375c	NE
Rv0376c	NE
Rv0377	NE
Rv0378	Uncertain
Rv0379	NE
Rv0380c	NE
Rv0381c	NE
Rv0382c	ES
Rv0383c	GD
Rv0384c	GD
Rv0385	GA
Rv0386	NE
Rv0387c	NE
Rv0388c	NE
Rv0389	NE
Rv0390	NE
Rv0391	NE
Rv0392c	NE
Rv0393	NE
Rv0394c	NE
Rv0395	NE
Rv0396	NE
Rv0397	NE
Rv0397A	NE
Rv0398c	NE
Rv0399c	NE
Rv0400c	NE
Rv0401	NE
Rv0402c	NE
Rv0403c	NE
Rv0404	NE
Rv0405	ESD
Rv0406c	NE
Rv0407	NE
Rv0408	NE
Rv0409	NE
Rv0410c	NE
Rv0411c	NE
Rv0412c	NE
Rv0413	NE
Rv0414c	ES
Rv0415	ES
Rv0416	ES
Rv0417	ES
Rv0418	NE
Rv0419	NE
Rv0420c	NE
Rv0421c	NE
Rv0422c	GD
Rv0423c	ES
Rv0424c	NE
Rv0425c	NE
Rv0426c	NE
Rv0427c	NE
Rv0428c	NE
Rv0429c	ES
Rv0430	ES
Rv0431	NE
Rv0432	NE
Rv0433	NE
Rv0434	NE
Rv0435c	NE
Rv0436c	NE
Rv0437c	NE
Rv0438c	NE
Rv0439c	NE
Rv0440	ES
Rv0441c	NE
Rv0442c	NE
Rv0443	NE
Rv0444c	NE
Rv0445c	NE
Rv0446c	NE
Rv0447c	NE
Rv0448c	NE
Rv0449c	NE
Rv0450c	NE
Rv0451c	NE
Rv0452	NE
Rv0453	NE
Rv0454	NE
Rv0455c	NE
Rv0456c	NE
Rv0456A	NE
Rv0456B	NE
Rv0457c	NE
Rv0458	NE
Rv0459	NE
Rv0460	NE
Rv0461	GA
Rv0462	GD
Rv0463	NE
Rv0464c	NE
Rv0465c	NE
Rv0466	NE
Rv0467	GD
Rv0468	NE
Rv0469	NE
Rv0470c	NE
Rv0470A	GA
Rv0471c	GA
Rv0472c	GA
Rv0473	GA
Rv0474	GA
Rv0475	GA
Rv0476	GA
Rv0477	GA
Rv0478	GA
Rv0479c	ES
Rv0480c	NE
Rv0481c	NE
Rv0482	ES
Rv0483	GA
Rv0484c	GA
Rv0485	NE
Rv0486	NE
Rv0487	NE
Rv0488	NE
Rv0489	NE
Rv0490	NE
Rv0491	NE
Rv0492c	NE
Rv0492A	NE
Rv0493c	NE
Rv0494	NE
Rv0495c	NE
Rv0496	NE
Rv0497	NE
Rv0498	NE
Rv0499	NE
Rv0500	ES
Rv0500A	NE
Rv0500B	NE
Rv0501	NE
Rv0502	NE
Rv0503c	GA
Rv0504c	NE
Rv0505c	NE
Rv0506	NE
Rv0507	NE
Rv0508	NE
Rv0509	ES
Rv0510	ES
Rv0511	GD
Rv0512	ES
Rv0513	NE
Rv0514	NE
Rv0515	NE
Rv0516c	GA
Rv0517	GA
Rv0518	GA
Rv0519c	GA
Rv0520	GA
Rv0521	NE
Rv0522	NE
Rv0523c	NE
Rv0524	ES
Rv0525	ES
Rv0526	ES
Rv0527	ES
Rv0528	ES
Rv0529	ES
Rv0530	NE
Rv0530A	NE
Rv0531	NE
Rv0532	NE
Rv0533c	NE
Rv0534c	ES
Rv0535	NE
Rv0536	NE
Rv0537c	NE
Rv0538	NE
Rv0539	NE
Rv0540	NE
Rv0541c	NE
Rv0542c	ES
Rv0543c	ES
Rv0544c	NE
Rv0545c	NE
Rv0546c	NE
Rv0547c	NE
Rv0548c	ES
Rv0549c	NE
Rv0550c	NE
Rv0551c	NE
Rv0552	NE
Rv0553	ES
Rv0554	NE
Rv0555	ES
Rv0556	ES
Rv0557	NE
Rv0558	ES
Rv0559c	NE
Rv0560c	NE
Rv0561c	NE
Rv0562	ES
Rv0563	NE
Rv0564c	NE
Rv0565c	NE
Rv0566c	NE
Rv0567	NE
Rv0568	NE
Rv0569	NE
Rv0570	NE
Rv0571c	NE
Rv0572c	NE
Rv0573c	NE
Rv0574c	NE
Rv0575c	NE
Rv0576	NE
Rv0577	NE
Rv0578c	NE
Rv0579	NE
Rv0580c	NE
Rv0581	NE
Rv0582	NE
Rv0583c	NE
Rv0584	NE
Rv0585c	NE
Rv0586	NE
Rv0587	NE
Rv0588	NE
Rv0589	NE
Rv0590	NE
Rv0590A	NE
Rv0591	NE
Rv0592	NE
Rv0593	NE
Rv0594	NE
Rv0595c	NE
Rv0596c	NE
Rv0597c	NE
Rv0598c	NE
Rv0599c	NE
Rv0600c	NE
Rv0601c	NE
Rv0602c	NE
Rv0603	NE
Rv0604	NE
Rv0605	NE
Rv0606	NE
Rv0607	Uncertain
Rv0608	Uncertain
Rv0609	NE
Rv0609A	Uncertain
Rv0610c	NE
Rv0611c	NE
Rv0612	NE
Rv0613c	NE
Rv0614	NE
Rv0615	NE
Rv0616c	NE
Rv0616A	NE
Rv0617	NE
Rv0618	NE
Rv0619	NE
Rv0620	NE
Rv0621	NE
Rv0622	NE
Rv0623	NE
Rv0624	NE
Rv0625c	NE
Rv0626	NE
Rv0627	Uncertain
Rv0628c	NE
Rv0629c	NE
Rv0630c	NE
Rv0631c	NE
Rv0632c	NE
Rv0633c	NE
Rv0634c	NE
Rv0634A	NE
Rv0634B	GD
Rv0635	ES
Rv0636	ES
Rv0637	NE
Rv0638	ES
Rv0639	ES
Rv0640	NE
Rv0641	ES
Rv0642c	GA
Rv0643c	GA
Rv0644c	GA
Rv0645c	GA
Rv0646c	GA
Rv0647c	ES
Rv0648	NE
Rv0649	NE
Rv0650	NE
Rv0651	ES
Rv0652	Uncertain
Rv0653c	NE
Rv0654	GA
Rv0655	GA
Rv0656c	GA
Rv0657c	GA
Rv0658c	NE
Rv0659c	NE
Rv0660c	NE
Rv0661c	NE
Rv0662c	Uncertain
Rv0663	NE
Rv0664	NE
Rv0665	NE
Rv0666	Uncertain
Rv0667	ES
Rv0668	ES
Rv0669c	NE
Rv0670	NE
Rv0671	NE
Rv0672	NE
Rv0673	NE
Rv0674	NE
Rv0675	NE
Rv0676c	NE
Rv0677c	NE
Rv0678	NE
Rv0679c	NE
Rv0680c	NE
Rv0681	NE
Rv0682	ES
Rv0683	ES
Rv0684	ES
Rv0685	ES
Rv0686	NE
Rv0687	NE
Rv0688	NE
Rv0689c	NE
Rv0690c	NE
Rv0691c	NE
Rv0691A	NE
Rv0692	NE
Rv0693	NE
Rv0694	NE
Rv0695	NE
Rv0696	NE
Rv0697	GD
Rv0698	NE
Rv0699	NE
Rv0700	GD
Rv0701	ES
Rv0702	ES
Rv0703	ES
Rv0704	ES
Rv0705	ES
Rv0706	ES
Rv0707	ES
Rv0708	ES
Rv0709	GD
Rv0710	ES
Rv0711	NE
Rv0712	NE
Rv0713	NE
Rv0714	ES
Rv0715	ES
Rv0716	ES
Rv0717	Uncertain
Rv0718	ES
Rv0719	ES
Rv0720	ES
Rv0721	ES
Rv0722	Uncertain
Rv0723	Uncertain
Rv0724	NE
Rv0724A	NE
Rv0725c	NE
Rv0726c	NE
Rv0727c	NE
Rv0728c	NE
Rv0729	NE
Rv0730	GA
Rv0731c	GA
Rv0732	ES
Rv0733	NE
Rv0734	NE
Rv0735	NE
Rv0736	NE
Rv0737	NE
Rv0738	Uncertain
Rv0739	NE
Rv0740	NE
Rv0741	NE
Rv0742	NE
Rv0743c	NE
Rv0744c	NE
Rv0745	NE
Rv0746	NE
Rv0747	NE
Rv0748	NE
Rv0749	NE
Rv0749A	NE
Rv0750	NE
Rv0751c	NE
Rv0752c	NE
Rv0753c	NE
Rv0754	NE
Rv0755c	NE
Rv0755A	GA
Rv0756c	NE
Rv0757	NE
Rv0758	NE
Rv0759c	NE
Rv0760c	NE
Rv0761c	NE
Rv0762c	NE
Rv0763c	Uncertain
Rv0764c	NE
Rv0765c	NE
Rv0766c	NE
Rv0767c	NE
Rv0768	NE
Rv0769	NE
Rv0770	NE
Rv0771	NE
Rv0772	ES
Rv0773c	NE
Rv0774c	NE
Rv0775	NE
Rv0776c	NE
Rv0777	ES
Rv0778	NE
Rv0779c	NE
Rv0780	ES
Rv0781	NE
Rv0782	NE
Rv0783c	NE
Rv0784	NE
Rv0785	NE
Rv0786c	NE
Rv0787	NE
Rv0787A	ES
Rv0788	ES
Rv0789c	NE
Rv0790c	NE
Rv0791c	NE
Rv0792c	NE
Rv0793	NE
Rv0794c	NE
Rv0795	NE
Rv0796	NE
Rv0797	NE
Rv0798c	NE
Rv0799c	NE
Rv0800	NE
Rv0801	NE
Rv0802c	NE
Rv0803	ES
Rv0804	NE
Rv0805	NE
Rv0806c	NE
Rv0807	NE
Rv0808	ES
Rv0809	ES
Rv0810c	ES
Rv0811c	ES
Rv0812	GD
Rv0813c	GA
Rv0814c	GA
Rv0815c	GA
Rv0816c	GA
Rv0817c	GD
Rv0818	GA
Rv0819	GA
Rv0820	GA
Rv0821c	GA
Rv0822c	GA
Rv0823c	GA
Rv0824c	ES
Rv0825c	NE
Rv0826	NE
Rv0827c	NE
Rv0828c	NE
Rv0829	NE
Rv0830	NE
Rv0831c	NE
Rv0832	NE
Rv0833	NE
Rv0834c	NE
Rv0835	NE
Rv0836c	NE
Rv0837c	NE
Rv0838	NE
Rv0839	NE
Rv0840c	NE
Rv0841	NE
Rv0842	NE
Rv0843	NE
Rv0844c	NE
Rv0845	NE
Rv0846c	NE
Rv0847	NE
Rv0848	NE
Rv0849	NE
Rv0850	NE
Rv0851c	NE
Rv0852	NE
Rv0853c	NE
Rv0854	NE
Rv0855	NE
Rv0856	NE
Rv0857	NE
Rv0858c	NE
Rv0859	NE
Rv0860	NE
Rv0861c	NE
Rv0862c	NE
Rv0863	NE
Rv0864	NE
Rv0865	NE
Rv0866	NE
Rv0867c	NE
Rv0868c	NE
Rv0869c	NE
Rv0870c	NE
Rv0871	NE
Rv0872c	NE
Rv0873	NE
Rv0874c	NE
Rv0875c	NE
Rv0876c	NE
Rv0877	GA
Rv0878c	GA
Rv0879c	NE
Rv0880	Uncertain
Rv0881	NE
Rv0882	NE
Rv0883c	ES
Rv0884c	ES
Rv0885	NE
Rv0886	NE
Rv0887c	NE
Rv0888	NE
Rv0889c	NE
Rv0890c	NE
Rv0891c	NE
Rv0892	NE
Rv0893c	NE
Rv0894	NE
Rv0895	NE
Rv0896	GD
Rv0897c	NE
Rv0898c	Uncertain
Rv0899	NE
Rv0900	NE
Rv0901	NE
Rv0902c	ES
Rv0903c	ES
Rv0904c	NE
Rv0905	NE
Rv0906	NE
Rv0907	NE
Rv0908	NE
Rv0909	NE
Rv0910	NE
Rv0911	NE
Rv0912	NE
Rv0913c	NE
Rv0914c	NE
Rv0915c	NE
Rv0916c	NE
Rv0917	NE
Rv0918	NE
Rv0919	NE
Rv0920c	NE
Rv0921	NE
Rv0922	NE
Rv0923c	NE
Rv0924c	NE
Rv0925c	NE
Rv0926c	NE
Rv0927c	NE
Rv0928	NE
Rv0929	NE
Rv0930	NE
Rv0931c	GA
Rv0932c	NE
Rv0933	NE
Rv0934	NE
Rv0935	NE
Rv0936	NE
Rv0937c	NE
Rv0938	NE
Rv0939	NE
Rv0940c	NE
Rv0941c	NE
Rv0942	NE
Rv0943c	NE
Rv0944	NE
Rv0945	NE
Rv0946c	GD
Rv0948c	ES
Rv0949	NE
Rv0950c	NE
Rv0951	ES
Rv0952	ES
Rv0953c	NE
Rv0954	NE
Rv0955	NE
Rv0956	ES
Rv0957	ES
Rv0958	NE
Rv0959	NE
Rv0959A	NE
Rv0960	NE
Rv0961	NE
Rv0962c	NE
Rv0963c	NE
Rv0964c	NE
Rv0965c	NE
Rv0966c	NE
Rv0967	Uncertain
Rv0968	NE
Rv0969	NE
Rv0970	NE
Rv0971c	NE
Rv0972c	NE
Rv0973c	NE
Rv0974c	NE
Rv0975c	NE
Rv0976c	NE
Rv0977	GA
Rv0978c	GA
Rv0979c	GA
Rv0979A	Uncertain
Rv0980c	GA
Rv0981	GA
Rv0982	ES
Rv0983	NE
Rv0984	NE
Rv0985c	NE
Rv0986	NE
Rv0987	NE
Rv0988	NE
Rv0989c	NE
Rv0990c	NE
Rv0991c	NE
Rv0992c	NE
Rv0993	ES
Rv0994	NE
Rv0995	NE
Rv0996	NE
Rv0997	NE
Rv0998	NE
Rv0999	NE
Rv1000c	NE
Rv1001	NE
Rv1002c	GD
Rv1003	NE
Rv1004c	NE
Rv1005c	ES
Rv1006	GA
Rv1007c	ES
Rv1008	GA
Rv1009	NE
Rv1010	NE
Rv1011	ES
Rv1012	NE
Rv1013	NE
Rv1014c	ES
Rv1015c	GD
Rv1016c	GA
Rv1017c	ES
Rv1018c	ES
Rv1019	NE
Rv1020	NE
Rv1021	NE
Rv1022	NE
Rv1023	GD
Rv1024	ES
Rv1025	ES
Rv1026	NE
Rv1027c	NE
Rv1028c	NE
Rv1028A	NE
Rv1029	NE
Rv1030	NE
Rv1031	NE
Rv1032c	NE
Rv1033c	GA
Rv1034c	NE
Rv1035c	NE
Rv1036c	NE
Rv1037c	NE
Rv1038c	NE
Rv1039c	NE
Rv1040c	NE
Rv1041c	NE
Rv1042c	NE
Rv1043c	GA
Rv1044	ES
Rv1045	NE
Rv1046c	NE
Rv1047	NE
Rv1048c	NE
Rv1049	NE
Rv1050	NE
Rv1051c	NE
Rv1052	NE
Rv1053c	NE
Rv1054	NE
Rv1055	NE
Rv1056	NE
Rv1057	NE
Rv1058	NE
Rv1059	NE
Rv1060	NE
Rv1061	NE
Rv1062	NE
Rv1063c	NE
Rv1064c	NE
Rv1065	NE
Rv1066	NE
Rv1067c	NE
Rv1068c	NE
Rv1069c	NE
Rv1070c	NE
Rv1071c	NE
Rv1072	NE
Rv1073	GA
Rv1074c	GA
Rv1075c	NE
Rv1076	NE
Rv1077	NE
Rv1078	NE
Rv1079	NE
Rv1080c	NE
Rv1081c	NE
Rv1082	NE
Rv1083	NE
Rv1084	NE
Rv1085c	NE
Rv1086	NE
Rv1087	NE
Rv1087A	GA
Rv1088	NE
Rv1089	NE
Rv1089A	NE
Rv1090	NE
Rv1091	NE
Rv1092c	ES
Rv1093	ES
Rv1094	ES
Rv1095	NE
Rv1096	NE
Rv1097c	NE
Rv1098c	ES
Rv1099c	NE
Rv1100	NE
Rv1101c	NE
Rv1102c	NE
Rv1103c	NE
Rv1104	NE
Rv1105	NE
Rv1106c	NE
Rv1107c	NE
Rv1108c	NE
Rv1109c	NE
Rv1110	ES
Rv1111c	ESD
Rv1112	NE
Rv1113	NE
Rv1114	NE
Rv1115	NE
Rv1116	NE
Rv1116A	NE
Rv1117	NE
Rv1118c	NE
Rv1119c	Uncertain
Rv1120c	NE
Rv1121	NE
Rv1122	ES
Rv1123c	NE
Rv1124	NE
Rv1125	NE
Rv1126c	NE
Rv1127c	NE
Rv1128c	NE
Rv1129c	NE
Rv1130	NE
Rv1131	NE
Rv1132	NE
Rv1133c	ES
Rv1134	NE
Rv1135c	NE
Rv1135A	NE
Rv1136	NE
Rv1137c	NE
Rv1138c	NE
Rv1139c	NE
Rv1140	NE
Rv1141c	NE
Rv1142c	NE
Rv1143	GA
Rv1144	GA
Rv1145	GA
Rv1146	GA
Rv1147	GA
Rv1148c	NE
Rv1149	NE
Rv1151c	NE
Rv1152	NE
Rv1153c	NE
Rv1154c	NE
Rv1155	NE
Rv1156	NE
Rv1157c	NE
Rv1158c	NE
Rv1159	NE
Rv1159A	NE
Rv1160	NE
Rv1161	NE
Rv1162	NE
Rv1163	NE
Rv1164	NE
Rv1165	NE
Rv1166	ES
Rv1167c	NE
Rv1168c	NE
Rv1169c	NE
Rv1170	NE
Rv1171	NE
Rv1172c	NE
Rv1173	NE
Rv1174c	NE
Rv1175c	NE
Rv1176c	NE
Rv1177	ES
Rv1178	NE
Rv1179c	NE
Rv1180	NE
Rv1181	NE
Rv1182	NE
Rv1183	NE
Rv1184c	NE
Rv1185c	NE
Rv1186c	NE
Rv1187	NE
Rv1188	NE
Rv1189	NE
Rv1190	NE
Rv1191	NE
Rv1192	NE
Rv1193	NE
Rv1194c	NE
Rv1195	GA
Rv1196	GA
Rv1197	GA
Rv1198	GA
Rv1199c	NE
Rv1200	NE
Rv1201c	ES
Rv1202	ES
Rv1203c	NE
Rv1204c	NE
Rv1205	NE
Rv1206	NE
Rv1207	NE
Rv1208	ES
Rv1209	NE
Rv1210	NE
Rv1211	NE
Rv1212c	NE
Rv1213	NE
Rv1214c	NE
Rv1215c	NE
Rv1216c	NE
Rv1217c	NE
Rv1218c	NE
Rv1219c	NE
Rv1220c	NE
Rv1221	NE
Rv1222	Uncertain
Rv1223	ES
Rv1224	GD
Rv1225c	NE
Rv1226c	NE
Rv1227c	NE
Rv1228	GA
Rv1229c	ES
Rv1230c	NE
Rv1231c	NE
Rv1232c	NE
Rv1233c	NE
Rv1234	NE
Rv1235	NE
Rv1236	NE
Rv1237	NE
Rv1238	NE
Rv1239c	NE
Rv1240	NE
Rv1241	Uncertain
Rv1242	NE
Rv1243c	NE
Rv1244	NE
Rv1245c	NE
Rv1246c	NE
Rv1247c	NE
Rv1248c	NE
Rv1249c	NE
Rv1250	NE
Rv1251c	NE
Rv1252c	NE
Rv1253	NE
Rv1254	ES
Rv1255c	NE
Rv1256c	NE
Rv1257c	NE
Rv1258c	NE
Rv1259	NE
Rv1260	NE
Rv1261c	NE
Rv1262c	NE
Rv1263	NE
Rv1264	NE
Rv1265	NE
Rv1266c	NE
Rv1267c	NE
Rv1268c	NE
Rv1269c	NE
Rv1270c	NE
Rv1271c	NE
Rv1272c	NE
Rv1273c	NE
Rv1274	NE
Rv1275	NE
Rv1276c	NE
Rv1277	NE
Rv1278	NE
Rv1279	NE
Rv1280c	NE
Rv1281c	NE
Rv1282c	NE
Rv1283c	NE
Rv1284	NE
Rv1285	NE
Rv1286	GD
Rv1287	NE
Rv1288	NE
Rv1289	NE
Rv1290c	NE
Rv1290A	NE
Rv1291c	NE
Rv1292	ES
Rv1293	ES
Rv1294	ES
Rv1295	ES
Rv1296	ES
Rv1297	ES
Rv1298	NE
Rv1299	ES
Rv1300	GD
Rv1301	GD
Rv1302	ES
Rv1303	NE
Rv1304	ES
Rv1305	ES
Rv1306	ES
Rv1307	ES
Rv1308	ES
Rv1309	ES
Rv1310	ES
Rv1311	Uncertain
Rv1312	NE
Rv1313c	NE
Rv1314c	NE
Rv1315	ES
Rvnr01	ES
Rv1316c	NE
Rv1317c	NE
Rv1318c	NE
